Reunion;Fecha;Carrera_Nro;Tiempo;Premio;Bolsa_Premios;Distancia;Condiciones;Nro_Caballo;Ejemplar;Padrillo;Haras_Stud;Edad;Peso;Jinete;Preparador;Campaña_Total;Ultimos_Resultados;L_o;IR
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;2;Loco Gandhi;Dylan Thomas;Haras Don Alberto - Stud Morat;3;55;Alberto Vásquez;Rodrigo López B.;19-1-1-0-0;10° 14° 7° 6° 9°;14°;8,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;3;Resisto Bien;Ivan Denisovich;Haras Don Alberto - Stud Los Cóndores;4;56;Hugo Ochoa;Oscar Donate S.;26-2-2-5-2;4° 6° 7° 5° 1°;2°;20,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;4;El Magnífico;Tumblebrutus;Haras Santa Marta - Stud Mi Viejo Loco;7;56;José Villablanca;Genaro J. Covarrubias E.;90-5-5-10-10;11° 6° 7° 10° 10°;6°;13,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;5;Rayo De Luna;Dubai Sky;Haras Las Araucarias - Stud Doña Nany;4;56;Luis D. Menghini;Rafael Bernal G.;21-1-3-0-1;9° 12° 5° 1° 6°;5°;16,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;6;Chiquito Campeador;Daddy Long Legs;Haras Don Alberto - Stud La Realeza;3;55;Darien Cheuque;Julio Castillo D.;12-1-1-1-2;4° 1° 11° 2° 7°;4°;16,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;7;Puro Grito;Seeking The Dia;Haras Don Alberto - Stud La Peta;5;56;Sebastián González;Luis Urbina H.;26-2-2-4-2;10° 8° 12° 10° 13°;10°;8,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;8;Burbuja De Amor;Viscount Nelson;Haras Don Alberto - Stud Bruno Alonso;6;56;Diego Carvacho;Isaac Michea F.;80-9-14-10-10;11° 9° 7° 7° 9°;9°;12,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;9;Acorralado;Grand Daddy;Haras Mocito Guapo - Stud Per Sempre;4;55;Sebastián González;Eduardo Lab R.;40-3-2-4-2;U° 8° 12° 11° 10°;3°;19,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;10;La Chucky Trini;Stevie Wonderboy;Criadero Don Vicente - Stud El Magico Charly;6;55;Lesly C. González;Genaro J. Covarrubias E.;106-11-11-11-14;3° 11° 2° 1° 5°;12°;12,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;11;La Ñoñita;Iron Clad;Haras El Refugio - Stud Oxiper;6;56;Jorge Vera;Hernán Pacheco P.;81-6-5-10-7;3° 4° 7° 3° 1°;13°;9,2
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;12;El Cobalto;Boboman;Haras Bucarest - Stud Corral Hipico;7;56;Marcelo Cordero;Julio Castillo D.;143-9-8-15-12;10° 7° 13° 12° 8°;15°;7,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;13;Guapo;Seeking The Dia;Haras Don Alberto - Stud La Recolección;5;56;Marco Bustamante;Mario A. Apablaza G.;52-4-7-5-4;11° 13° 11° 10° 11°;8°;12,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;14;Al Capone;Seeking The Dia;Haras Don Alberto - Stud La Peta;5;56;Felipe Moreno;Luis Urbina H.;21-1-1-1-3;14° 13° 13° 8° 10°;11°;8,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;15;Otoñal;Ivan Denisovich;Haras Don Alberto - Stud La Reina;4;56;Piero Reyes;José Venegas P.;22-2-0-3-1;9° 11° 12° 11° 7°;7°;13,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;1;Te Voy A Olvidar;Van Nistelrooy;Haras Dadinco - Stud Santa Ana;5;56;Miguel Gutiérrez;Rafael Bernal G.;66-6-6-5-3;U° 6° 5° 5° 1°;5°;15,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;2;La Instrumentista;Exaggerator;Haras Porta Pía - Stud Angelica Y Francisco;5;55;Roberto Avila;Isaac Michea F.;94-5-5-11-12;3° 4° 4° 1° 3°;6°;16,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;3;El Rucco;Ivan Denisovich;Haras Don Alberto - Stud La Recolección;5;56;Lesly C. González;Jaime Hirmas R.;55-5-7-4-4;2° 2° 5° 9° 2°;13°;9,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;4;Elegant Champion;Mendelssohn;Haras Don Alberto - Stud Juan Jaque;3;58;Luis Torres;Juan C. Pichara J.;12-4-0-0-1;7° U° 1° 4° 8°;2°;27,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;5;Piter Alfonso;Scat Royal;Agrícola Amelia Ltda. - Stud Maitenal;5;55;Axel Alvarez;Claudio Bernal G.;47-4-4-6-5;8° 7° 4° 13° 7°;11°;11,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;6;Lesnar;Mendelssohn;Haras Don Alberto - Stud Doña Nani;4;55;Miguel Gutiérrez;Rafael Bernal G.;47-5-4-3-5;13° 13° 2° 12° 3°;7°;19,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;7;Laburador;Goldencents;Haras La Compañía - Stud Bruno Alonso;6;59;Jaime Medina;Isaac Michea F.;54-8-3-4-6;1° 2° 3° 10° 2°;14°;8,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;8;Bochinchero;Viscount Nelson;Haras Don Alberto - Stud Pedro Diaz S.;5;56;Sebastián Muñoz;Pedro Diaz S.;44-5-8-5-4;1° 4° 3° 4° 1°;4°;24,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;9;Sultana Pía;Grand Daddy;Haras Mocito Guapo - Stud La Ilusión;5;56;Hugo Ochoa;José Tomás Allende R.;51-4-5-8-7;6° 6° 5° 4° 7°;8°;16,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;10;Gran Maestro;Awesome Patriot;Haras Santa Sara - Stud Don Lalo;5;56;José Villablanca;Rodrigo Quiroz S.;59-5-11-8-8;4° 2° 7° 7° 3°;15°;8,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;11;El Nudo;Viscount Nelson;Haras Don Alberto - Stud Lcg;6;56;Joaquín Herrera;Mario A. Apablaza G.;68-5-10-8-5;7° 4° 1° 2° 7°;10°;14,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;12;No Me Pilla;Seeking The Dia;Haras Don Alberto - Stud San Nicolas;5;56;Darien Cheuque;Daniel Contreras A.;38-3-4-2-1;11° 13° 10° 12° 6°;1°;22,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;13;Elegido Con Pinzas;Seeking The Dia;Haras Don Alberto - Stud Tio Lalo;4;55;Marco Bustamante;Daniel Contreras A.;22-2-3-4-1;1° 2° 2° 3° 1°;3°;27,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;14;Súper Chamo;Viscount Nelson;Haras Don Alberto - Stud Chamo Candela;5;56;Ariel Zúñiga;Ricardo Rojas S.;28-1-1-1-2;14° 10° 9° 7° 8°;9°;14,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;12ª;15:21 hrs.;Algarrobo;CLP $7.500.000;1700m;Handicap (Hd) 45 al 32 | Caballos 3 años y más (3a+) (Serie 2) Arena;15;Guachacai;Verrazano;Haras Paso Nevado - Stud V. C. S.;5;56;Piero Reyes;José Venegas P.;21-2-1-1-0;10° 12° 7° 11° 13°;12°;12,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;1;Lo Franco;Seeking The Dia;Haras Don Alberto - Stud El Kaiser;5;56;Miguel Gutiérrez;Rodrigo Quiroz S.;73-7-4-3-6;1° 11° 11° 1° 12°;6°;17,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;2;Con Zeus;Distorted Economy;Haras Lizzie - Stud Haras Lizzie;5;55;Hugo Ochoa;Rodrigo Sánchez Q.;42-3-5-4-2;9° 7° 5° 14° 4°;12°;14,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;3;Tírate Un Paso;Van Nistelrooy;Haras Dadinco - Stud Florencia Paz;5;56;Diego Carvacho;Julio Castillo D.;24-1-3-2-2;12° 11° 8° 10° 10°;10°;10,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;4;El Chileno;Lookin At Lucky;Haras Don Alberto - Stud Los Cóndores;4;56;José Villablanca;Oscar Donate S.;19-1-2-0-3;14° 11° 12° 6° 7°;9°;11,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;5;Venus Victoriosa;Distorted Economy;Haras Lizzie - Stud Nomas;5;55;Marco Bustamante;Hernán Pacheco P.;33-2-2-4-2;5° 9° 4° 1° 4°;4°;16,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;6;Solo Amigos;Ivan Denisovich;Haras Don Alberto - Stud La Cornisa;4;56;Nicolás Santibañez;Patricio Valderrama C.;7-1-0-1-1;3° 4° 2° 7° 1°;2°;20,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;7;Classic Form;Classic Empire;Haras Paso Nevado - Stud Don Lalo;3;56;Jaime Medina;Mario Covarrubias;7-1-0-1-1;3° 6° 10° 8° 4°;5°;18,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;8;Acepto Señor;Gstaad II;Haras Santa Olga - Stud Ximena Monica;4;55;Gerard Rodríguez;Pedro Molina I.;17-2-3-1-1;4° 12° 1° 10° 7°;8°;16,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;9;Koccia;Mendelssohn;Haras Don Alberto - Stud Antonio Aida;4;56;Geovanni Acevedo;Oscar Donate S.;33-2-5-5-2;4° 1° 8° 7° 6°;1°;21,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;10;Gran Capo;Ivan Denisovich;Haras Don Alberto - Stud Los Aviadores;4;56;Wladimir Quinteros;Jaime Hirmas R.;31-2-1-3-3;4° 6° 12° 12° 13°;11°;11,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;11;Don Pedro;Viscount Nelson;Haras Don Alberto - Stud La Misión;4;56;Axel Alvarez;José Venegas P.;21-2-2-1-3;2° 5° 7° 13° 5°;7°;16,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;13ª;15:46 hrs.;San Vicente;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;12;Pachekin;Grand Daddy;Haras Mocito Guapo - Stud Oxiper;4;56;Joaquín Herrera;Hernán Pacheco P.;42-3-2-4-5;7° 11° U° 11° 11°;6°;14,6
